time,gFx,gFy,gFz,TgF
8.755929,1.2620,0.0179,0.4400,1.34
8.771877,1.3812,0.0565,0.3222,1.42
8.792873,1.7543,-0.0320,0.2087,1.77
8.808803,1.6796,-0.0634,0.1195,1.69
8.838100,1.1831,-0.1615,0.0342,1.19
8.855331,1.0988,-0.1789,0.1034,1.12
8.871469,1.0367,-0.1312,0.1466,1.06
8.896650,0.8672,0.0369,0.1111,0.88
8.922279,0.8184,0.0629,0.1146,0.83
8.937978,0.8665,0.0089,0.1419,0.88
8.954648,0.8071,-0.0201,0.1603,0.82
8.972700,0.6822,-0.0326,0.1628,0.70
8.999240,0.5564,-0.0171,0.1104,0.57
9.021152,0.3828,-0.0474,0.0985,0.40
9.037573,0.3859,0.0203,0.1168,0.40
9.055353,0.3656,0.0052,0.1363,0.39
9.071983,0.3742,0.0096,0.0567,0.38
9.095618,0.3668,0.0015,-0.0984,0.38
9.111604,0.3943,-0.0592,-0.1171,0.42
9.138755,0.6428,-0.2011,0.2255,0.71
9.155673,1.0448,-0.1425,0.3543,1.11
9.171130,1.3153,0.0765,0.4505,1.39
9.191556,1.1222,0.2654,0.4381,1.23
9.220737,1.3719,0.0792,0.0308,1.37
9.237966,1.4951,-0.0773,-0.1162,1.50
9.254893,1.4536,-0.0814,0.1104,1.46
9.271083,1.6622,-0.0189,0.1530,1.67
9.298418,1.9642,0.3135,0.0787,1.99
9.320983,1.7951,0.5663,0.1204,1.89
9.339806,1.6153,0.3558,0.2236,1.67
9.356225,1.4177,0.1303,0.2145,1.44
9.371480,1.1900,0.0138,0.1192,1.20
9.394744,0.9021,-0.0585,0.0501,0.91
9.413739,0.6705,-0.0120,0.0618,0.67
9.436854,0.4949,0.0800,0.0308,0.50
9.454516,0.5208,0.1965,0.1004,0.57
9.473199,0.5005,0.2290,0.0760,0.56
9.503898,0.4099,-0.0096,0.0328,0.41
9.521060,0.3757,-0.1086,0.0230,0.39
9.537147,0.4378,-0.0902,-0.0160,0.45
9.553977,0.4737,0.0047,-0.0121,0.47
9.580487,0.5653,0.1718,-0.0258,0.59
9.600985,0.6503,0.1249,0.0829,0.67
9.620375,0.8814,0.0408,0.0906,0.89
9.637335,1.1126,0.0565,0.0571,1.12
9.674698,1.4885,0.1376,0.2812,1.52
9.696206,1.6893,0.1474,0.3179,1.73
9.703391,1.6404,0.1510,0.3333,1.68
9.719936,1.4218,-0.0057,0.5087,1.51
9.753239,1.6871,-0.0280,0.1661,1.70
9.770171,1.8635,-0.1022,-0.0568,1.87
9.795117,1.6771,-0.1797,-0.1096,1.69
9.810652,1.4578,-0.1147,-0.0614,1.46
9.821071,1.3439,-0.0401,-0.0429,1.35
9.853663,1.0275,0.0739,0.1330,1.04
9.870705,0.8797,0.0560,0.2216,0.91
9.892033,0.7201,0.0255,0.2260,0.76
9.909671,0.5983,-0.0096,0.2111,0.63
9.936667,0.5936,-0.0614,0.1652,0.62
9.953984,0.5746,-0.0450,0.0774,0.58
9.969701,0.5377,-0.0171,0.0547,0.54
9.991820,0.4492,-0.0353,0.0088,0.45
10.009932,0.3708,-0.0909,0.0249,0.38
10.037195,0.2790,-0.0122,-0.0274,0.28
10.053569,0.2345,0.0655,-0.0830,0.26
10.069155,0.3176,0.0426,0.0469,0.32
10.095612,0.8985,0.0271,0.2670,0.94
10.108871,1.2820,0.0878,0.2802,1.32
10.136083,1.2186,0.3220,0.2150,1.28
10.153119,1.0581,0.1188,-0.0239,1.06
10.170788,1.4203,-0.4005,-0.2074,1.49
10.190288,1.6429,-0.6727,-0.3292,1.81
10.213889,1.3190,-0.3050,0.0682,1.36
10.236884,1.6024,0.2661,0.2529,1.64
10.254174,1.9151,0.7324,0.2905,2.07
10.268888,1.9153,0.8866,0.1735,2.12
10.296897,1.5379,0.3257,0.1444,1.58
10.317652,1.3551,-0.0716,0.1568,1.37
10.337275,1.0644,-0.1256,0.0857,1.08
10.352769,0.8222,-0.0797,0.0442,0.83
10.369667,0.6617,-0.0333,-0.0292,0.66
10.389583,0.5096,0.1095,-0.0194,0.52
10.418643,0.5273,0.2416,0.0340,0.58
10.436130,0.5415,0.1635,0.0809,0.57
10.452440,0.5543,0.0618,0.0117,0.56
10.496419,0.3261,-0.0714,-0.0866,0.34
10.497238,0.3261,-0.0714,-0.0866,0.34
10.513964,0.3407,-0.0316,-0.0539,0.35
10.535367,0.5564,0.0919,-0.0092,0.56
10.553774,0.7299,0.1708,0.0506,0.75
