time,gFx,gFy,gFz,TgF,Activity,Subject
1.023733,0.8767,0.1396,0.0816,0.89,WALKING,PARTHIV
1.040824,0.8423,0.1885,0.0582,0.87,WALKING,PARTHIV
1.060589,0.8335,0.1982,0.0623,0.86,WALKING,PARTHIV
1.089759,0.8238,0.1286,0.0552,0.84,WALKING,PARTHIV
1.106288,0.8406,0.0834,0.0462,0.85,WALKING,PARTHIV
1.123354,0.8645,0.0623,0.0293,0.87,WALKING,PARTHIV
1.140668,0.8797,0.0697,0.0105,0.88,WALKING,PARTHIV
1.158964,0.8956,0.0872,0.0071,0.9,WALKING,PARTHIV
1.192492,0.9488,0.0888,-0.0197,0.95,WALKING,PARTHIV
1.206515,0.971,0.0778,-0.0004,0.97,WALKING,PARTHIV
1.223621,1.037,0.13,0.0748,1.05,WALKING,PARTHIV
1.240902,0.9801,0.2365,0.0464,1.01,WALKING,PARTHIV
1.273527,0.973,0.0736,0.1141,0.98,WALKING,PARTHIV
1.290098,1.0976,-0.0077,0.0093,1.1,WALKING,PARTHIV
1.306793,1.1716,-0.0469,-0.1371,1.18,WALKING,PARTHIV
1.323602,1.2557,-0.1479,-0.2747,1.29,WALKING,PARTHIV
1.348497,1.3832,-0.2684,-0.0218,1.41,WALKING,PARTHIV
1.37301,1.552,0.1078,0.2646,1.58,WALKING,PARTHIV
1.389707,1.2892,0.3416,0.6422,1.48,WALKING,PARTHIV
1.405358,1.3593,0.5107,0.6108,1.58,WALKING,PARTHIV
1.423295,1.0952,0.5307,0.4076,1.28,WALKING,PARTHIV
1.444916,0.9335,0.0569,0.3943,1.01,WALKING,PARTHIV
1.472867,0.7979,-0.123,0.2756,0.85,WALKING,PARTHIV
1.490011,0.7734,0.0015,0.184,0.79,WALKING,PARTHIV
1.506753,0.8711,0.1755,0.216,0.91,WALKING,PARTHIV
1.523899,0.93,0.3106,0.2824,1.02,WALKING,PARTHIV
1.544673,0.9398,0.3089,0.3308,1.04,WALKING,PARTHIV
1.572488,0.899,0.0587,0.2499,0.93,WALKING,PARTHIV
1.589592,0.8606,-0.0069,0.2143,0.89,WALKING,PARTHIV
1.606531,0.8418,0.0164,0.1879,0.86,WALKING,PARTHIV
1.643563,0.8313,0.1203,0.1503,0.85,WALKING,PARTHIV
1.656319,0.8394,0.1112,0.1337,0.86,WALKING,PARTHIV
1.672256,0.8902,0.0578,0.1216,0.9,WALKING,PARTHIV
1.689198,0.9432,-0.0075,0.0872,0.95,WALKING,PARTHIV
1.705745,0.9593,-0.0621,0.0454,0.96,WALKING,PARTHIV
1.743361,0.9246,-0.1042,-0.0216,0.93,WALKING,PARTHIV
1.75559,0.9065,-0.0809,-0.0206,0.91,WALKING,PARTHIV
1.771898,0.897,-0.0329,-0.0146,0.9,WALKING,PARTHIV
1.788677,0.9075,0.0154,0.0035,0.91,WALKING,PARTHIV
1.806213,0.9274,0.0289,0.0181,0.93,WALKING,PARTHIV
1.850141,0.9447,-0.0367,-0.0516,0.95,WALKING,PARTHIV
1.850496,0.9447,-0.0367,-0.0516,0.95,WALKING,PARTHIV
1.875265,0.8892,-0.1554,-0.0218,0.9,WALKING,PARTHIV
1.888903,0.9393,-0.1811,0.0357,0.96,WALKING,PARTHIV
1.921563,0.9464,-0.0753,0.0354,0.95,WALKING,PARTHIV
1.938687,0.9782,-0.1503,0.0564,0.99,WALKING,PARTHIV
1.965064,1.2081,0.0569,0.0142,1.21,WALKING,PARTHIV
1.972249,1.2652,0.1513,0.0315,1.27,WALKING,PARTHIV
2.00584,1.2596,0.4032,0.055,1.32,WALKING,PARTHIV
2.022622,1.3976,0.0823,0.2274,1.42,WALKING,PARTHIV
2.03827,1.4382,-0.1862,0.2245,1.47,WALKING,PARTHIV
2.05981,1.4079,-0.3035,0.5397,1.54,WALKING,PARTHIV
2.072184,1.3041,-0.1878,0.6249,1.46,WALKING,PARTHIV
2.105261,0.8396,0.2947,0.5067,1.02,WALKING,PARTHIV
2.121543,0.6996,0.3416,0.3352,0.85,WALKING,PARTHIV
2.137619,0.7705,0.1794,0.2192,0.82,WALKING,PARTHIV
2.158142,0.9852,-0.0623,0.1517,1.0,WALKING,PARTHIV
2.188068,1.1252,-0.151,0.098,1.14,WALKING,PARTHIV
2.205589,1.1404,-0.1063,0.1793,1.16,WALKING,PARTHIV
2.221844,1.0839,-0.0145,0.1661,1.1,WALKING,PARTHIV
2.237591,0.9617,0.0436,0.1575,0.98,WALKING,PARTHIV
2.260893,0.811,0.0572,0.1474,0.83,WALKING,PARTHIV
2.280664,0.7597,0.0474,0.0997,0.77,WALKING,PARTHIV
2.305253,0.7971,0.0492,0.0469,0.8,WALKING,PARTHIV
2.321827,0.8487,0.0699,0.0401,0.85,WALKING,PARTHIV
2.338634,0.842,0.144,0.0664,0.86,WALKING,PARTHIV
2.356876,0.8149,0.2055,0.062,0.84,WALKING,PARTHIV
2.388637,0.7717,0.144,0.031,0.79,WALKING,PARTHIV
2.404654,0.7742,0.08,0.0107,0.78,WALKING,PARTHIV
2.423081,0.8068,0.0222,-0.0031,0.81,WALKING,PARTHIV
2.437364,0.842,0.0089,-0.0109,0.84,WALKING,PARTHIV
2.457207,0.9083,0.0042,-0.0116,0.91,WALKING,PARTHIV
2.488154,0.9386,-0.0033,0.01,0.94,WALKING,PARTHIV
2.503658,0.9964,0.0382,0.0711,1.0,WALKING,PARTHIV
2.523317,0.9989,0.1631,0.0256,1.01,WALKING,PARTHIV
2.537966,0.9623,0.1864,0.0484,0.98,WALKING,PARTHIV
2.573556,1.2989,-0.0066,0.0135,1.3,WALKING,PARTHIV
2.587613,1.2535,0.0164,-0.1699,1.27,WALKING,PARTHIV
2.603319,1.2796,-0.0413,-0.1343,1.29,WALKING,PARTHIV
2.62055,1.4829,-0.2514,0.0574,1.51,WALKING,PARTHIV
2.639488,1.8078,-0.124,0.1908,1.82,WALKING,PARTHIV
2.670141,1.1089,0.4303,0.1987,1.21,WALKING,PARTHIV
2.688277,1.0383,0.4405,0.1603,1.14,WALKING,PARTHIV
2.704112,0.9158,0.2517,0.1908,0.97,WALKING,PARTHIV
2.720318,0.8291,0.0716,0.1823,0.85,WALKING,PARTHIV
2.744651,0.8885,-0.1528,0.2917,0.95,WALKING,PARTHIV
2.771001,1.0162,-0.1452,0.3261,1.08,WALKING,PARTHIV
2.788245,1.0514,-0.0054,0.3457,1.11,WALKING,PARTHIV
2.805025,1.09,0.1696,0.331,1.15,WALKING,PARTHIV
2.820294,1.0661,0.2749,0.2856,1.14,WALKING,PARTHIV
2.843297,0.8469,0.1713,0.1913,0.89,WALKING,PARTHIV
2.869435,0.757,0.0631,0.1376,0.77,WALKING,PARTHIV
2.886552,0.8303,-0.0015,0.1466,0.84,WALKING,PARTHIV
2.903465,0.8252,-0.0115,0.1505,0.84,WALKING,PARTHIV
2.940322,0.7881,0.0284,0.1249,0.8,WALKING,PARTHIV
2.952702,0.8015,0.0259,0.1302,0.81,WALKING,PARTHIV
2.969561,0.8616,-0.001,0.1092,0.87,WALKING,PARTHIV
2.987382,0.8972,-0.0287,0.0589,0.9,WALKING,PARTHIV
3.003292,0.943,-0.0607,0.0047,0.94,WALKING,PARTHIV
3.037469,0.9461,-0.1139,-0.0451,0.95,WALKING,PARTHIV
3.057648,0.8985,-0.0998,-0.026,0.9,WALKING,PARTHIV
3.073645,0.8985,-0.0607,-0.0182,0.9,WALKING,PARTHIV
3.086796,0.933,-0.0345,-0.0216,0.93,WALKING,PARTHIV
3.103661,0.9859,-0.0077,-0.0336,0.99,WALKING,PARTHIV
3.136234,0.9561,-0.0375,-0.09,0.96,WALKING,PARTHIV
3.15682,0.9677,-0.1584,0.0171,0.98,WALKING,PARTHIV
3.169938,1.0248,-0.176,0.0284,1.04,WALKING,PARTHIV
3.185701,1.0041,-0.2078,0.0119,1.03,WALKING,PARTHIV
3.21919,1.0683,-0.1166,-0.0326,1.08,WALKING,PARTHIV
3.235998,1.2459,0.1733,-0.0898,1.26,WALKING,PARTHIV
3.256131,1.2796,0.4506,0.0023,1.36,WALKING,PARTHIV
3.270062,1.2784,0.5244,-0.0062,1.38,WALKING,PARTHIV
3.285717,1.2146,0.3145,-0.0416,1.26,WALKING,PARTHIV
3.319445,1.2698,-0.5434,0.3184,1.42,WALKING,PARTHIV
3.338065,1.1557,-0.5027,0.5749,1.39,WALKING,PARTHIV
3.355188,1.0817,-0.0541,0.4379,1.17,WALKING,PARTHIV
3.371991,1.0265,0.3897,0.3474,1.15,WALKING,PARTHIV
3.385594,1.2542,0.4518,0.4041,1.39,WALKING,PARTHIV
3.418559,0.9508,0.23,0.1622,0.99,WALKING,PARTHIV
3.435091,1.1105,-0.0585,0.1414,1.12,WALKING,PARTHIV
3.458348,1.1555,-0.2817,0.097,1.19,WALKING,PARTHIV
3.471953,1.1266,-0.272,0.1076,1.16,WALKING,PARTHIV
3.50234,0.92,-0.0385,0.066,0.92,WALKING,PARTHIV
3.518872,0.8252,0.1032,0.1041,0.84,WALKING,PARTHIV
3.535347,0.7089,0.1833,0.0491,0.73,WALKING,PARTHIV
3.557615,0.6554,0.1769,0.0142,0.68,WALKING,PARTHIV
3.570017,0.6994,0.1174,0.0088,0.71,WALKING,PARTHIV
3.602355,0.7849,0.0194,0.0522,0.79,WALKING,PARTHIV
3.619612,0.794,0.0643,0.0403,0.8,WALKING,PARTHIV
3.636333,0.7739,0.1359,0.0198,0.79,WALKING,PARTHIV
3.662442,0.7861,0.1691,-0.019,0.8,WALKING,PARTHIV
3.669615,0.8008,0.1666,-0.0229,0.82,WALKING,PARTHIV
3.692842,0.8899,0.1371,-0.0397,0.9,WALKING,PARTHIV
3.718117,0.9083,0.0721,-0.0602,0.91,WALKING,PARTHIV
3.735621,0.9195,0.0367,0.001,0.92,WALKING,PARTHIV
3.751439,0.9661,0.0473,0.0014,0.97,WALKING,PARTHIV
3.77232,0.9962,0.1034,0.0328,1.0,WALKING,PARTHIV
3.801133,1.0756,0.0983,0.1283,1.09,WALKING,PARTHIV
3.823378,1.2468,0.143,-0.0637,1.26,WALKING,PARTHIV
3.835554,1.2892,0.1589,-0.2354,1.32,WALKING,PARTHIV
3.87406,1.2473,-0.2822,-0.0732,1.28,WALKING,PARTHIV
3.874761,1.2473,-0.2822,-0.0732,1.28,WALKING,PARTHIV
3.90239,1.5715,0.014,0.3124,1.6,WALKING,PARTHIV
3.919464,1.2361,0.4024,0.5367,1.41,WALKING,PARTHIV
3.934144,1.3101,0.6135,0.4869,1.53,WALKING,PARTHIV
3.953918,1.144,0.5446,0.3589,1.32,WALKING,PARTHIV
3.984601,1.019,-0.2437,0.3799,1.11,WALKING,PARTHIV
4.003052,0.9281,-0.3148,0.2035,1.0,WALKING,PARTHIV
4.020033,0.8606,-0.1386,0.1332,0.88,WALKING,PARTHIV
4.03664,0.8711,0.1347,0.1886,0.9,WALKING,PARTHIV
4.078084,0.9955,0.2922,0.3228,1.09,WALKING,PARTHIV
4.078609,0.9989,0.2666,0.3124,1.08,WALKING,PARTHIV
4.100707,0.9813,0.0529,0.2253,1.01,WALKING,PARTHIV
4.117441,0.8923,-0.0301,0.1566,0.91,WALKING,PARTHIV
4.152124,0.702,0.0028,0.0987,0.71,WALKING,PARTHIV
4.174519,0.7565,0.022,0.0926,0.76,WALKING,PARTHIV
4.187058,0.8037,0.0252,0.0782,0.81,WALKING,PARTHIV
4.201771,0.8467,0.0128,0.0711,0.85,WALKING,PARTHIV
4.217646,0.8755,-0.0243,0.0726,0.88,WALKING,PARTHIV
4.256792,0.9097,-0.1086,0.0026,0.92,WALKING,PARTHIV
4.277583,0.9188,-0.0944,-0.0141,0.92,WALKING,PARTHIV
4.283791,0.9237,-0.0856,-0.0162,0.93,WALKING,PARTHIV
4.302468,0.9554,-0.056,-0.0248,0.96,WALKING,PARTHIV
4.317585,0.9706,-0.0138,-0.0419,0.97,WALKING,PARTHIV
4.350677,0.9547,0.0396,-0.059,0.96,WALKING,PARTHIV
4.377036,0.9317,-0.0059,-0.049,0.93,WALKING,PARTHIV
4.391481,0.9428,-0.0375,0.0095,0.94,WALKING,PARTHIV
4.400141,0.9571,-0.0323,0.0401,0.96,WALKING,PARTHIV
4.433392,0.9708,-0.0672,0.0205,0.97,WALKING,PARTHIV
4.451437,1.0519,-0.1687,-0.0429,1.07,WALKING,PARTHIV
4.476347,1.2972,-0.0426,-0.1045,1.3,WALKING,PARTHIV
4.48837,1.3497,0.1081,-0.0388,1.35,WALKING,PARTHIV
4.500327,1.3353,0.2837,-0.0639,1.37,WALKING,PARTHIV
4.534573,1.2384,-0.0355,0.1456,1.25,WALKING,PARTHIV
4.551147,1.3964,-0.2952,0.1854,1.44,WALKING,PARTHIV
4.574438,1.371,-0.3033,0.5204,1.5,WALKING,PARTHIV
4.586461,1.2432,-0.1142,0.5187,1.35,WALKING,PARTHIV
4.600719,1.0819,0.0797,0.4877,1.19,WALKING,PARTHIV
4.633647,0.7089,0.3965,0.3729,0.89,WALKING,PARTHIV
4.65135,0.6903,0.2209,0.2245,0.76,WALKING,PARTHIV
4.670683,0.8618,-0.0162,0.137,0.87,WALKING,PARTHIV
4.683155,0.9584,-0.1391,0.0931,0.97,WALKING,PARTHIV
4.717108,1.1359,-0.1156,0.1982,1.16,WALKING,PARTHIV
4.733505,1.1233,-0.0059,0.2329,1.15,WALKING,PARTHIV
4.75064,1.0165,0.087,0.2104,1.04,WALKING,PARTHIV
4.770189,0.8978,0.1215,0.1698,0.92,WALKING,PARTHIV
4.784835,0.8699,0.1188,0.1419,0.89,WALKING,PARTHIV
4.816761,0.845,0.0814,0.0335,0.85,WALKING,PARTHIV
4.832929,0.8631,0.0501,0.032,0.87,WALKING,PARTHIV
4.850816,0.8795,0.0885,0.0284,0.88,WALKING,PARTHIV
4.878278,0.8089,0.1789,0.0415,0.83,WALKING,PARTHIV
4.894085,0.7817,0.1738,0.0289,0.8,WALKING,PARTHIV
4.916694,0.7883,0.1186,-0.0113,0.8,WALKING,PARTHIV
4.933659,0.8008,0.0714,-0.0581,0.81,WALKING,PARTHIV
4.949642,0.8201,0.0394,-0.09,0.83,WALKING,PARTHIV
4.97052,0.8543,0.0196,-0.0996,0.86,WALKING,PARTHIV
5.00015,0.9021,0.025,-0.0719,0.91,WALKING,PARTHIV
5.016867,0.9936,0.0431,0.0716,1.0,WALKING,PARTHIV
5.033345,1.0118,0.1789,0.1018,1.03,WALKING,PARTHIV
5.051135,0.8585,0.2639,0.1212,0.91,WALKING,PARTHIV
5.077846,1.1576,0.1498,0.1386,1.18,WALKING,PARTHIV
5.093513,1.3847,0.152,-0.1091,1.4,WALKING,PARTHIV
5.116646,1.2904,0.0372,-0.3879,1.35,WALKING,PARTHIV
5.133526,1.3483,-0.2824,-0.1367,1.38,WALKING,PARTHIV
5.174104,1.4723,0.2486,0.4898,1.57,WALKING,PARTHIV
5.17583,1.4328,0.3003,0.5245,1.56,WALKING,PARTHIV
5.198488,1.2766,0.6909,0.4083,1.51,WALKING,PARTHIV
5.215826,1.0331,0.4953,0.2888,1.18,WALKING,PARTHIV
5.232881,0.9314,0.0118,0.324,0.99,WALKING,PARTHIV
5.269191,0.8587,-0.2302,0.3042,0.94,WALKING,PARTHIV
5.283145,0.8902,0.0038,0.3005,0.94,WALKING,PARTHIV
5.298538,0.9068,0.3066,0.3282,1.01,WALKING,PARTHIV
5.315443,0.952,0.5256,0.3377,1.14,WALKING,PARTHIV
5.333109,0.9884,0.4772,0.3313,1.15,WALKING,PARTHIV
5.369694,0.8885,-0.0574,0.1619,0.9,WALKING,PARTHIV
5.381993,0.8003,-0.0986,0.1263,0.82,WALKING,PARTHIV
5.398277,0.7546,-0.0883,0.1002,0.77,WALKING,PARTHIV
5.414853,0.7688,-0.0326,0.0874,0.77,WALKING,PARTHIV
5.449525,0.8198,0.0727,0.0816,0.83,WALKING,PARTHIV
5.469592,0.8587,0.0355,0.1088,0.87,WALKING,PARTHIV
5.494992,0.919,-0.0785,0.0704,0.93,WALKING,PARTHIV
5.499872,0.9286,-0.1027,0.0562,0.94,WALKING,PARTHIV
5.514793,0.9379,-0.1491,0.0068,0.95,WALKING,PARTHIV
5.549453,0.9158,-0.1115,-0.0365,0.92,WALKING,PARTHIV
5.570374,0.8976,-0.0245,0.0002,0.9,WALKING,PARTHIV
5.585594,0.95,0.0304,0.0103,0.95,WALKING,PARTHIV
5.598941,0.9818,0.0574,0.0105,0.98,WALKING,PARTHIV
5.633273,0.9857,0.107,-0.0817,0.99,WALKING,PARTHIV
5.651078,0.898,0.0038,-0.008,0.9,WALKING,PARTHIV
5.671825,0.9083,-0.1007,0.1016,0.92,WALKING,PARTHIV
5.688575,0.9112,-0.1044,0.0633,0.92,WALKING,PARTHIV
5.698299,0.9144,-0.1398,-0.0092,0.93,WALKING,PARTHIV
5.732184,1.1858,0.0476,-0.0928,1.19,WALKING,PARTHIV
5.749066,1.217,0.322,-0.0602,1.26,WALKING,PARTHIV
5.771495,1.2,0.4957,-0.0211,1.3,WALKING,PARTHIV
5.791829,1.2999,0.1151,0.0266,1.31,WALKING,PARTHIV
5.814347,1.367,-0.3069,0.0914,1.4,WALKING,PARTHIV
5.831874,1.3355,-0.4128,0.2849,1.43,WALKING,PARTHIV
5.849199,1.1501,-0.1684,0.4733,1.26,WALKING,PARTHIV
5.874731,0.9254,0.2325,0.5001,1.08,WALKING,PARTHIV
5.890583,0.8533,0.4125,0.3936,1.03,WALKING,PARTHIV
5.914753,0.9424,0.2292,0.3024,1.02,WALKING,PARTHIV
5.931164,1.0714,0.0045,0.249,1.1,WALKING,PARTHIV
5.948336,1.1311,-0.1615,0.1969,1.16,WALKING,PARTHIV
5.972099,1.1096,-0.145,0.1791,1.13,WALKING,PARTHIV
5.982294,1.1296,-0.0626,0.2155,1.15,WALKING,PARTHIV
6.014691,0.9684,0.1638,0.1891,1.0,WALKING,PARTHIV
6.030579,0.8322,0.1904,0.1486,0.87,WALKING,PARTHIV
6.048827,0.7583,0.1469,0.1116,0.78,WALKING,PARTHIV
6.069873,0.7847,0.0702,0.0726,0.79,WALKING,PARTHIV
6.089551,0.8215,0.0196,0.042,0.82,WALKING,PARTHIV
6.107243,0.8367,0.0418,0.0582,0.84,WALKING,PARTHIV
6.13032,0.8068,0.1417,0.0503,0.82,WALKING,PARTHIV
6.1475,0.7605,0.1792,0.052,0.78,WALKING,PARTHIV
6.168948,0.7367,0.1708,0.0305,0.76,WALKING,PARTHIV
6.184574,0.7541,0.1498,-0.0016,0.77,WALKING,PARTHIV
6.213863,0.8469,0.103,-0.039,0.85,WALKING,PARTHIV
6.231828,0.8946,0.0655,-0.0329,0.9,WALKING,PARTHIV
6.248033,0.9134,0.0389,-0.0239,0.91,WALKING,PARTHIV
6.268506,0.9806,0.0546,0.0147,0.98,WALKING,PARTHIV
6.2974,1.0458,0.1894,0.0188,1.06,WALKING,PARTHIV
6.314579,1.0439,0.1882,0.0479,1.06,WALKING,PARTHIV
6.330859,1.1511,0.0431,0.1034,1.16,WALKING,PARTHIV
6.348947,1.2124,0.0457,-0.1066,1.22,WALKING,PARTHIV
6.37042,1.3113,-0.0023,-0.3576,1.36,WALKING,PARTHIV
6.39251,1.176,-0.2163,-0.2757,1.23,WALKING,PARTHIV
6.414586,1.4377,-0.2146,0.0978,1.46,WALKING,PARTHIV
6.430351,1.5454,0.1312,0.2991,1.58,WALKING,PARTHIV
6.467768,1.1367,0.669,0.3801,1.37,WALKING,PARTHIV
6.485962,0.8718,0.3902,0.3142,1.01,WALKING,PARTHIV
6.496863,0.8443,0.0958,0.3829,0.93,WALKING,PARTHIV
6.514186,0.9088,-0.2622,0.3813,1.02,WALKING,PARTHIV
6.530796,0.9552,-0.2605,0.2006,1.01,WALKING,PARTHIV
6.566801,1.0013,0.3052,0.2576,1.08,WALKING,PARTHIV
6.586088,1.0125,0.4575,0.2883,1.15,WALKING,PARTHIV
6.596072,0.9808,0.4193,0.2749,1.1,WALKING,PARTHIV
6.612867,0.9398,0.1728,0.2055,0.98,WALKING,PARTHIV
6.645879,0.8161,-0.1032,0.1119,0.83,WALKING,PARTHIV
6.668579,0.7329,-0.0494,0.0618,0.74,WALKING,PARTHIV
6.683445,0.7275,0.0096,0.0584,0.73,WALKING,PARTHIV
6.695862,0.7686,0.0424,0.0623,0.77,WALKING,PARTHIV
6.712884,0.8592,0.0585,0.0757,0.86,WALKING,PARTHIV
6.747418,0.9356,-0.036,0.0347,0.94,WALKING,PARTHIV
6.763133,0.9405,-0.0926,-0.0227,0.95,WALKING,PARTHIV
6.788501,0.921,-0.1107,-0.0483,0.93,WALKING,PARTHIV
6.805789,0.9109,-0.0651,-0.047,0.91,WALKING,PARTHIV
6.812496,0.9163,-0.0453,-0.0409,0.92,WALKING,PARTHIV
6.846726,0.9454,0.0082,-0.0126,0.95,WALKING,PARTHIV
6.865928,0.927,0.0084,-0.0006,0.93,WALKING,PARTHIV
6.887943,0.9545,-0.0289,0.0825,0.96,WALKING,PARTHIV
6.902379,0.9422,-0.0152,0.0736,0.95,WALKING,PARTHIV
6.930291,0.8003,-0.2635,0.013,0.84,WALKING,PARTHIV
6.94681,0.9984,-0.3485,-0.1179,1.06,WALKING,PARTHIV
6.9627,1.2154,-0.1767,-0.0998,1.23,WALKING,PARTHIV
6.989537,1.3619,0.2566,-0.0109,1.39,WALKING,PARTHIV
7.002571,1.4166,0.3648,0.119,1.47,WALKING,PARTHIV
7.028911,1.4683,0.0094,0.1456,1.48,WALKING,PARTHIV
7.0465,1.4445,-0.2229,0.2976,1.49,WALKING,PARTHIV
7.063402,1.3026,-0.2361,0.4088,1.39,WALKING,PARTHIV
7.088701,0.9428,0.0005,0.4908,1.06,WALKING,PARTHIV
7.110303,0.773,0.3213,0.4029,0.93,WALKING,PARTHIV
7.129631,0.8753,0.4056,0.3286,1.02,WALKING,PARTHIV
7.146162,0.6549,0.5933,0.1076,0.89,WALKING,PARTHIV
7.163185,1.5889,0.1936,0.4127,1.65,WALKING,PARTHIV
7.183313,0.9806,0.0023,0.1703,1.0,WALKING,PARTHIV
7.198065,1.1904,-0.1335,0.2421,1.22,WALKING,PARTHIV
7.233627,1.0121,-0.077,0.1903,1.03,WALKING,PARTHIV
7.246257,0.8064,-0.0089,0.1121,0.81,WALKING,PARTHIV
7.262847,0.7258,0.0639,0.0557,0.73,WALKING,PARTHIV
7.285903,0.7798,0.1137,0.0508,0.79,WALKING,PARTHIV
7.299636,0.7993,0.1344,0.0212,0.81,WALKING,PARTHIV
7.328604,0.728,0.1913,-0.0262,0.75,WALKING,PARTHIV
7.345463,0.7038,0.1908,-0.0221,0.73,WALKING,PARTHIV
7.365821,0.7575,0.1552,-0.0006,0.77,WALKING,PARTHIV
7.383721,0.7956,0.1168,-0.0101,0.8,WALKING,PARTHIV
7.412978,0.8824,0.0836,-0.0343,0.89,WALKING,PARTHIV
7.434336,0.9424,0.0916,-0.083,0.95,WALKING,PARTHIV
7.445135,0.9533,0.089,-0.0935,0.96,WALKING,PARTHIV
7.465925,1.0062,0.1132,-0.0278,1.01,WALKING,PARTHIV
7.494757,0.9796,0.1562,-0.0116,0.99,WALKING,PARTHIV
7.511559,0.9283,0.0978,0.0764,0.94,WALKING,PARTHIV
7.528573,1.0185,0.0743,0.1563,1.03,WALKING,PARTHIV
7.54648,1.2735,0.1496,-0.0905,1.29,WALKING,PARTHIV
7.564892,1.3705,0.1366,-0.3134,1.41,WALKING,PARTHIV
7.594542,1.3646,-0.2573,-0.071,1.39,WALKING,PARTHIV
7.611385,1.617,-0.1671,0.1524,1.63,WALKING,PARTHIV
7.629437,1.4426,0.312,0.4102,1.53,WALKING,PARTHIV
7.644267,1.1946,0.584,0.5294,1.43,WALKING,PARTHIV
7.668656,1.0141,0.5202,0.364,1.2,WALKING,PARTHIV
7.695375,0.9982,-0.3343,0.5416,1.18,WALKING,PARTHIV
7.712316,1.0165,-0.5679,0.4354,1.24,WALKING,PARTHIV
7.728334,0.9722,-0.3746,0.1903,1.06,WALKING,PARTHIV
7.745729,0.886,0.0525,0.1185,0.9,WALKING,PARTHIV
7.789371,0.844,0.6382,0.3186,1.11,WALKING,PARTHIV
7.802871,0.9407,0.3401,0.2966,1.04,WALKING,PARTHIV
7.810886,0.9178,0.1852,0.2612,0.97,WALKING,PARTHIV
7.828675,0.899,-0.0651,0.182,0.92,WALKING,PARTHIV
7.863092,0.9056,-0.151,0.1046,0.92,WALKING,PARTHIV
7.889926,0.779,0.0233,0.0555,0.78,WALKING,PARTHIV
7.890395,0.779,0.0233,0.0555,0.78,WALKING,PARTHIV
7.911658,0.779,0.1044,0.0726,0.79,WALKING,PARTHIV
7.92831,0.8518,0.0844,0.0894,0.86,WALKING,PARTHIV
7.962012,0.9337,-0.0511,0.0508,0.94,WALKING,PARTHIV
7.980193,0.9415,-0.0995,0.0245,0.95,WALKING,PARTHIV
7.99587,0.9464,-0.1179,-0.0018,0.95,WALKING,PARTHIV
8.01002,0.9256,-0.0876,-0.0126,0.93,WALKING,PARTHIV
8.043853,0.9549,0.0243,0.0073,0.96,WALKING,PARTHIV
8.059961,0.9679,0.0618,-0.0075,0.97,WALKING,PARTHIV
8.081002,0.9659,0.0411,-0.0436,0.97,WALKING,PARTHIV
8.094622,0.9673,0.0115,-0.0791,0.97,WALKING,PARTHIV
8.110179,0.973,-0.0453,-0.0502,0.98,WALKING,PARTHIV
8.143099,0.9779,-0.1848,0.0733,1.0,WALKING,PARTHIV
8.160205,0.9862,-0.1137,-0.0033,0.99,WALKING,PARTHIV
8.180535,0.9791,0.0103,-0.1303,0.99,WALKING,PARTHIV
8.196742,1.0739,0.1042,-0.0722,1.08,WALKING,PARTHIV
8.210938,1.2051,0.2167,0.0555,1.23,WALKING,PARTHIV
8.244045,1.4247,-0.0218,0.2321,1.44,WALKING,PARTHIV
8.259596,1.503,-0.1643,0.2951,1.54,WALKING,PARTHIV
8.283571,1.3719,-0.1892,0.5521,1.49,WALKING,PARTHIV
8.302686,1.1037,0.0122,0.7112,1.31,WALKING,PARTHIV
8.326921,0.8347,0.3941,0.4552,1.03,WALKING,PARTHIV
8.343791,0.8567,0.4305,0.3135,1.01,WALKING,PARTHIV
8.361492,0.9586,0.1408,0.2768,1.01,WALKING,PARTHIV
8.385486,1.0976,-0.1671,0.1378,1.12,WALKING,PARTHIV
8.396158,1.1166,-0.2307,0.1076,1.15,WALKING,PARTHIV
8.426445,1.1411,-0.1271,0.1647,1.16,WALKING,PARTHIV
8.443175,1.0514,0.0108,0.1568,1.06,WALKING,PARTHIV
8.460547,0.9141,0.103,0.1361,0.93,WALKING,PARTHIV
8.480986,0.759,0.1425,0.1095,0.78,WALKING,PARTHIV
8.503072,0.7423,0.1042,0.076,0.75,WALKING,PARTHIV
8.526143,0.8152,0.025,0.0491,0.82,WALKING,PARTHIV
8.544159,0.8625,0.0017,0.0349,0.86,WALKING,PARTHIV
8.559718,0.8816,0.0331,0.044,0.88,WALKING,PARTHIV
8.580633,0.8042,0.1166,0.0323,0.81,WALKING,PARTHIV
8.600401,0.7585,0.1659,0.0215,0.78,WALKING,PARTHIV
8.625799,0.7737,0.1586,0.0156,0.79,WALKING,PARTHIV
8.643814,0.8252,0.1107,0.001,0.83,WALKING,PARTHIV
8.659539,0.8834,0.0523,0.0024,0.88,WALKING,PARTHIV
8.679491,0.9554,-0.0013,0.0068,0.96,WALKING,PARTHIV
8.709518,0.9738,-0.0201,-0.0118,0.97,WALKING,PARTHIV
8.72568,1.0327,0.0408,0.0726,1.04,WALKING,PARTHIV
8.742636,1.0226,0.2025,0.0794,1.05,WALKING,PARTHIV
8.759535,0.9281,0.2957,0.1272,0.98,WALKING,PARTHIV
8.788665,1.1811,0.2258,0.0608,1.2,WALKING,PARTHIV
