time,gFx,gFy,gFz,TgF
5.693208,1.0018,-0.0245,-0.0416,1.00
5.726283,1.0001,-0.0240,-0.0439,1.00
5.742939,1.0020,-0.0236,-0.0378,1.00
5.763597,1.0055,-0.0206,-0.0339,1.01
5.777143,1.0041,-0.0213,-0.0367,1.00
5.793674,1.0020,-0.0201,-0.0336,1.00
5.826871,1.0043,-0.0208,-0.0363,1.01
5.842754,1.0036,-0.0203,-0.0388,1.00
5.868085,0.9999,-0.0228,-0.0416,1.00
5.877325,0.9982,-0.0245,-0.0395,1.00
5.909581,1.0001,-0.0243,-0.0370,1.00
5.926829,1.0045,-0.0225,-0.0307,1.01
5.942787,1.0053,-0.0228,-0.0316,1.01
5.967809,1.0048,-0.0203,-0.0304,1.01
5.976572,1.0033,-0.0211,-0.0302,1.00
6.008690,1.0048,-0.0194,-0.0323,1.01
6.026598,1.0026,-0.0167,-0.0314,1.00
6.042964,1.0013,-0.0176,-0.0332,1.00
6.063298,1.0013,-0.0203,-0.0329,1.00
6.076874,0.9994,-0.0211,-0.0336,1.00
6.108412,1.0026,-0.0213,-0.0314,1.00
6.125928,1.0016,-0.0187,-0.0292,1.00
6.142565,1.0053,-0.0174,-0.0336,1.01
6.163267,1.0053,-0.0215,-0.0292,1.01
6.192587,1.0053,-0.0199,-0.0285,1.01
6.208644,1.0036,-0.0169,-0.0304,1.00
6.225916,1.0013,-0.0182,-0.0302,1.00
6.242566,1.0029,-0.0187,-0.0314,1.00
6.262699,1.0055,-0.0201,-0.0332,1.01
6.291806,1.0026,-0.0203,-0.0336,1.00
6.307897,0.9999,-0.0213,-0.0326,1.00
6.326888,1.0011,-0.0196,-0.0348,1.00
6.342318,1.0018,-0.0211,-0.0311,1.00
6.363828,1.0029,-0.0231,-0.0314,1.00
6.391947,1.0050,-0.0225,-0.0304,1.01
6.408164,1.0041,-0.0208,-0.0309,1.00
6.425835,1.0013,-0.0194,-0.0274,1.00
6.442380,1.0031,-0.0182,-0.0287,1.00
6.463900,1.0043,-0.0182,-0.0311,1.00
6.492608,0.9992,-0.0215,-0.0316,1.00
6.508484,0.9996,-0.0208,-0.0336,1.00
6.525412,1.0029,-0.0192,-0.0336,1.00
6.547499,1.0038,-0.0192,-0.0290,1.00
6.574674,1.0048,-0.0206,-0.0287,1.01
6.593209,1.0073,-0.0236,-0.0299,1.01
6.608559,1.0031,-0.0213,-0.0316,1.00
6.625767,1.0024,-0.0176,-0.0339,1.00
6.664020,1.0036,-0.0225,-0.0287,1.00
6.665295,1.0038,-0.0206,-0.0278,1.00
6.692033,1.0001,-0.0203,-0.0274,1.00
6.708598,1.0004,-0.0215,-0.0329,1.00
6.724602,1.0011,-0.0211,-0.0321,1.00
6.746249,1.0016,-0.0225,-0.0295,1.00
6.773936,1.0038,-0.0211,-0.0274,1.00
6.791781,1.0038,-0.0192,-0.0304,1.00
6.809097,1.0048,-0.0189,-0.0329,1.01
6.848101,1.0018,-0.0199,-0.0326,1.00
6.848580,1.0018,-0.0199,-0.0326,1.00
6.873960,1.0031,-0.0220,-0.0316,1.00
6.892994,1.0016,-0.0208,-0.0332,1.00
6.907482,1.0031,-0.0225,-0.0316,1.00
6.940971,1.0031,-0.0215,-0.0316,1.00
6.962026,1.0026,-0.0215,-0.0332,1.00
6.974278,1.0016,-0.0218,-0.0351,1.00
6.990695,1.0031,-0.0225,-0.0343,1.00
7.007655,1.0031,-0.0225,-0.0311,1.00
7.041522,1.0004,-0.0225,-0.0326,1.00
7.061269,1.0026,-0.0225,-0.0346,1.00
7.074071,1.0016,-0.0220,-0.0329,1.00
7.090501,1.0016,-0.0192,-0.0348,1.00
7.107587,1.0031,-0.0201,-0.0365,1.00
7.140843,1.0043,-0.0145,-0.0351,1.00
7.161214,1.0036,-0.0131,-0.0319,1.00
7.174101,1.0050,-0.0126,-0.0302,1.01
7.190774,1.0036,-0.0143,-0.0295,1.00
7.224680,1.0053,-0.0194,-0.0319,1.01
7.241073,1.0031,-0.0199,-0.0319,1.00
7.264303,1.0020,-0.0199,-0.0316,1.00
7.273727,1.0011,-0.0192,-0.0353,1.00
7.290306,1.0018,-0.0189,-0.0370,1.00
7.324263,1.0020,-0.0199,-0.0360,1.00
7.352575,1.0011,-0.0215,-0.0363,1.00
7.359148,1.0011,-0.0228,-0.0360,1.00
7.373326,1.0006,-0.0250,-0.0378,1.00
7.406922,1.0013,-0.0220,-0.0372,1.00
7.423130,1.0001,-0.0203,-0.0339,1.00
7.440780,0.9992,-0.0201,-0.0348,1.00
7.455870,1.0001,-0.0231,-0.0326,1.00
7.477263,1.0016,-0.0231,-0.0355,1.00
7.506079,1.0050,-0.0192,-0.0336,1.01
7.523009,1.0024,-0.0192,-0.0363,1.00
7.540661,1.0016,-0.0196,-0.0380,1.00
7.557422,1.0033,-0.0182,-0.0336,1.00
7.577484,1.0026,-0.0192,-0.0365,1.00
7.606666,1.0029,-0.0194,-0.0329,1.00
7.623042,1.0043,-0.0220,-0.0295,1.00
7.640330,1.0041,-0.0203,-0.0323,1.00
7.655786,1.0020,-0.0203,-0.0319,1.00
7.679025,1.0020,-0.0182,-0.0302,1.00
7.706804,1.0033,-0.0194,-0.0323,1.00
7.722520,1.0036,-0.0189,-0.0392,1.00
7.740206,1.0004,-0.0213,-0.0378,1.00
7.756725,0.9989,-0.0192,-0.0363,1.00
7.783177,1.0057,-0.0167,-0.0323,1.01
7.806825,1.0057,-0.0220,-0.0270,1.01
7.822705,1.0024,-0.0208,-0.0270,1.00
7.839302,1.0053,-0.0180,-0.0314,1.01
7.875960,1.0026,-0.0164,-0.0314,1.00
7.889117,1.0050,-0.0180,-0.0285,1.01
7.905810,1.0033,-0.0189,-0.0299,1.00
7.924308,1.0048,-0.0176,-0.0316,1.01
7.941031,1.0011,-0.0140,-0.0329,1.00
7.979166,1.0016,-0.0171,-0.0339,1.00
7.980048,1.0036,-0.0176,-0.0341,1.00
8.006966,1.0038,-0.0206,-0.0307,1.00
8.021885,1.0031,-0.0225,-0.0311,1.00
8.040025,1.0038,-0.0199,-0.0307,1.00
8.077990,1.0045,-0.0159,-0.0302,1.01
8.088670,1.0031,-0.0182,-0.0319,1.00
8.105435,1.0038,-0.0171,-0.0326,1.00
8.125842,1.0033,-0.0184,-0.0339,1.00
8.158000,1.0006,-0.0182,-0.0355,1.00
8.172054,1.0018,-0.0187,-0.0326,1.00
8.187967,1.0026,-0.0208,-0.0329,1.00
8.205185,1.0043,-0.0194,-0.0321,1.00
8.222018,1.0026,-0.0184,-0.0309,1.00
8.256897,1.0018,-0.0199,-0.0316,1.00
8.276270,1.0026,-0.0199,-0.0285,1.00
8.289532,1.0036,-0.0187,-0.0311,1.00
8.304713,1.0026,-0.0201,-0.0319,1.00
8.337915,1.0050,-0.0189,-0.0339,1.01
8.355241,1.0060,-0.0187,-0.0336,1.01
8.375049,1.0031,-0.0180,-0.0348,1.00
8.387585,0.9967,-0.0213,-0.0329,1.00
8.404511,0.9982,-0.0236,-0.0353,1.00
8.437604,1.0069,-0.0225,-0.0339,1.01
8.454466,1.0062,-0.0196,-0.0332,1.01
8.477359,1.0043,-0.0189,-0.0323,1.00
8.488314,1.0036,-0.0169,-0.0314,1.00
8.505788,1.0011,-0.0184,-0.0358,1.00
8.537886,1.0011,-0.0201,-0.0346,1.00
8.554107,1.0006,-0.0208,-0.0321,1.00
8.577526,1.0043,-0.0203,-0.0343,1.01
8.588502,1.0060,-0.0199,-0.0339,1.01
8.621444,1.0031,-0.0180,-0.0339,1.00
8.637916,1.0026,-0.0176,-0.0355,1.00
8.653885,0.9999,-0.0150,-0.0370,1.00
8.676327,1.0020,-0.0180,-0.0339,1.00
8.703821,1.0036,-0.0171,-0.0309,1.00
8.720865,1.0043,-0.0196,-0.0329,1.01
8.738440,1.0016,-0.0208,-0.0339,1.00
8.754051,1.0029,-0.0223,-0.0323,1.00
8.775897,1.0026,-0.0196,-0.0348,1.00
8.803855,0.9999,-0.0206,-0.0332,1.00
8.821286,1.0016,-0.0213,-0.0321,1.00
8.837929,1.0041,-0.0203,-0.0336,1.00
8.854450,1.0024,-0.0215,-0.0307,1.00
8.875570,1.0018,-0.0184,-0.0355,1.00
8.904794,1.0016,-0.0211,-0.0339,1.00
8.920898,1.0024,-0.0196,-0.0348,1.00
8.937635,1.0041,-0.0218,-0.0323,1.00
8.954181,1.0029,-0.0196,-0.0319,1.00
8.977099,1.0048,-0.0174,-0.0348,1.01
9.003982,1.0029,-0.0203,-0.0299,1.00
9.021599,1.0045,-0.0215,-0.0283,1.01
9.037709,1.0060,-0.0194,-0.0295,1.01
9.053845,1.0026,-0.0169,-0.0316,1.00
9.075090,0.9996,-0.0187,-0.0348,1.00
9.104414,1.0031,-0.0199,-0.0299,1.00
9.119623,1.0048,-0.0187,-0.0280,1.01
9.138420,1.0048,-0.0203,-0.0258,1.01
9.176184,1.0026,-0.0213,-0.0314,1.00
9.176548,1.0026,-0.0213,-0.0314,1.00
9.203401,1.0033,-0.0199,-0.0309,1.00
9.220907,1.0029,-0.0208,-0.0307,1.00
9.237754,1.0048,-0.0199,-0.0287,1.01
9.273365,1.0031,-0.0187,-0.0302,1.00
9.287104,1.0029,-0.0182,-0.0297,1.00
9.303505,1.0036,-0.0201,-0.0292,1.00
9.319527,1.0038,-0.0228,-0.0285,1.00
9.337370,1.0036,-0.0218,-0.0321,1.00
9.360170,1.0018,-0.0199,-0.0326,1.00
9.386270,1.0018,-0.0192,-0.0323,1.00
9.403085,1.0008,-0.0203,-0.0307,1.00
9.420161,1.0011,-0.0233,-0.0299,1.00
9.461271,1.0031,-0.0211,-0.0316,1.00
9.462739,1.0043,-0.0225,-0.0326,1.01
9.485926,1.0043,-0.0238,-0.0314,1.01
9.503310,1.0013,-0.0215,-0.0321,1.00
9.520310,1.0001,-0.0236,-0.0309,1.00
9.553546,1.0029,-0.0215,-0.0332,1.00
9.572742,1.0013,-0.0211,-0.0319,1.00
9.585613,1.0011,-0.0206,-0.0314,1.00
9.602631,1.0036,-0.0225,-0.0297,1.00
