time,gFx,gFy,gFz,TgF
7.954159,0.7101,0.1386,0.0860,0.73
7.977157,0.8775,0.1305,0.1083,0.89
7.994498,1.0290,0.1137,0.1085,1.04
8.011424,1.0717,0.0983,0.1039,1.08
8.050576,1.1201,0.1132,0.0274,1.13
8.067437,1.1254,0.1486,0.0371,1.14
8.077103,1.1674,0.1459,0.1009,1.18
8.095020,1.2715,0.2060,0.2560,1.31
8.132522,1.3661,0.2740,0.4535,1.47
8.148651,1.2740,0.2314,0.3865,1.35
8.171659,1.3470,0.1328,0.2162,1.37
8.177333,1.3639,0.1308,0.1774,1.38
8.194219,1.2882,0.1872,0.0559,1.30
8.226680,1.0698,0.1503,0.0122,1.08
8.249046,1.1482,0.0585,0.0841,1.15
8.271407,1.1150,-0.0045,0.1579,1.13
8.278487,1.0695,-0.0094,0.1446,1.08
8.312029,0.8198,0.0118,0.1244,0.83
8.327920,0.7429,0.0629,0.1395,0.76
8.346986,0.6869,0.0963,0.1237,0.70
8.366010,0.6928,0.0790,0.0811,0.70
8.389060,0.6351,0.0369,0.1088,0.65
8.398203,0.6270,0.0294,0.1148,0.64
8.427143,0.6820,0.0418,0.0743,0.69
8.449363,0.7492,0.0758,0.0317,0.75
8.475680,0.8907,0.0963,-0.0129,0.90
8.478696,0.9051,0.0951,-0.0143,0.91
8.510569,1.0470,0.0182,0.0487,1.05
8.528574,1.0272,-0.0155,0.0916,1.03
8.544465,1.0008,-0.0099,0.0906,1.00
8.566753,0.9673,0.0429,0.1427,0.98
8.591002,0.9312,0.2129,0.1530,0.97
8.609753,0.9081,0.3518,0.1947,0.99
8.626835,0.9813,0.4371,0.2983,1.11
8.643242,1.0824,0.4508,0.2993,1.21
8.663857,1.2195,0.3626,0.3401,1.32
8.681683,1.4166,0.3313,0.2658,1.48
8.709587,1.4885,0.2185,0.1258,1.51
8.728351,1.4809,0.1566,0.2406,1.51
8.743856,1.4057,0.1361,0.2131,1.43
8.767527,1.2270,0.1564,0.1090,1.24
8.789942,1.1035,0.2251,0.0086,1.13
8.809007,1.0160,0.2172,0.0054,1.04
